localityid,locality_city,name,url
12473,382,Vilangudi,vilangudi
12474,382,KK Nagar,kk-nagar
12475,382,Avaniyapuram,avaniyapuram
12476,382,Alagappan Nagar,alagappan-nagar
12477,382,Anaiyur,anaiyur
12478,382,Othakkadai,othakkadai
12479,382,Anna Nagar,anna-nagar
12480,382,Kodaikanal,kodaikanal
12481,382,Chittampatti,chittampatti
12482,382,Mattiuttavani,mattiuttavani
12483,382,Natham Road,natham-road
12484,382,SS Colony,ss-colony
12485,382,Ponnmeni,ponnmeni
12486,382,Kodikulam,kodikulam
12487,382,Athanur,athanur
12488,382,Nayakkanpatti,nayakkanpatti
12489,382,Periya kodakovil,periya-kodakovil
12490,382,Kidaripatti,kidaripatti
12491,382,Mukkampatti,mukkampatti
12492,382,Virataipathu,virataipathu
12493,382,Mappalayam,mappalayam
12494,382,Durai Samy Nagar,durai-samy-nagar
12495,382,Vishwanathapuram,vishwanathapuram
12496,382,LIC Colony,lic-colony
12497,382,Thirunagar,thirunagar
12498,382,Bibikulam,bibikulam
12499,382,Thai Moogambigai Nagar,thai-moogambigai-nagar
12500,382,Visalakshipuram,visalakshipuram
12501,382,Karumathur,karumathur
12502,382,T.Kallupatti,t-kallupatti
12503,382,Solaipatti,solaipatti
12504,382,Chokikulam,chokikulam
12505,382,Kunnathur ,kunnathur-
12506,382,Sathya Sai Nagar,sathya-sai-nagar
12507,382,Sellur Road,sellur-road
12508,382,TVS Nagar,tvs-nagar
12509,382,NH 45B,nh-45b
12510,382,Melakkal Road,melakkal-road
12511,382,NARAYANAPURAM,narayanapuram
12512,382,Nagamalai,nagamalai
12513,382,Vasanth Nagar,vasanth-nagar
12514,382,Minukkampatti,minukkampatti
12515,382,Villapuram,villapuram
12516,382,Puliyankulam,puliyankulam
12517,382,National Highway-7,national-highway-7
12518,382,Karuppayurani,karuppayurani
12519,382,Surya Nagar,surya-nagar
12520,382,Tirumangalam,tirumangalam
12521,382,Kallikudi,kallikudi
12522,382,Manalur,manalur
12523,382,Umachikulam,umachikulam
12524,382,JEMI Balaji Nagar,jemi-balaji-nagar
12525,382,Alanganallur,alanganallur
12526,382,Kappalur,kappalur
12527,382,Silaiman,silaiman
12528,382,K Pudur,k-pudur
12529,382,Krishnapuram Colony,krishnapuram-colony
12530,382,Velvarkottai,velvarkottai
12531,382,Kadachanendal,kadachanendal
12532,382,Sikandar Savadi,sikandar-savadi
12533,382,Anuppanadi,anuppanadi
12534,382,Vandiyur,vandiyur
12535,382,Perungudi,perungudi
12536,382,Usilampatti,usilampatti
12537,382,Vadipatti,vadipatti
12538,382,Paravai,paravai
12539,382,Ayyanar Puram,ayyanar-puram
12540,382,Gomathipuram,gomathipuram
12541,382,Rajapalayam,rajapalayam
12542,382,Maistry Street,maistry-street
12543,382,Ellis Nagar,ellis-nagar
12544,382,Madakkulam,madakkulam
12545,382,P and T Nagar,p-and-t-nagar
12546,382,Pasumalai,pasumalai
12547,382,East Veli Street,east-veli-street
12548,382,Thiruppalai,thiruppalai
12549,382,Tiruppuvanam,tiruppuvanam
12550,382,Pudhu Thamaraipatti,pudhu-thamaraipatti
12551,382,Mahatma Gandhi Nagar,mahatma-gandhi-nagar
12552,382,Koodal Nagar,koodal-nagar
12553,382,Thirumohur,thirumohur
12554,382,Arapalayam,arapalayam
12555,382,Pasingapuram,pasingapuram
12556,382,Balarangapuram,balarangapuram
12557,382,Sammattipuram,sammattipuram
12558,382,Thiruparankundram,thiruparankundram
12559,382,Athikulam,athikulam
12560,382,Gayathri Nagar,gayathri-nagar
12561,382,Nilakottai,nilakottai
12562,382,Aavin Nagar,aavin-nagar
12563,382,Thasildar Nagar,thasildar-nagar
12564,382,Kalavasal,kalavasal
12565,382,Nedungulam ,nedungulam-
12566,382,Arumbanur,arumbanur
12567,382,Thathankulam,thathankulam
12568,382,Palangantham,palangantham
12569,382,Tallakulam,tallakulam
12570,382,Iyer Bungalow,iyer-bungalow
12571,382,Periyar,periyar
12572,382,Kallandhiri,kallandhiri
12573,382,Anbu Nagar,anbu-nagar
12574,382,Melur,melur
12575,382,Sholavandan,sholavandan
12576,382,Melamadai,melamadai
12577,382,Lakshmipuram,lakshmipuram
12578,382,Narimedu,narimedu
12579,382,Lourdhu Nagar,lourdhu-nagar
12580,382,Nalukulam,nalukulam
12581,382,Bama Nagar,bama-nagar
12582,382,Simmakkal,simmakkal
12583,382,Thoppur,thoppur
12584,382,Chatrapatti,chatrapatti
12585,382,T Pudupatti,t-pudupatti
12586,382,Thanakkankulam,thanakkankulam
12587,382,Rajakambeeram,rajakambeeram
12588,382,Aaviyur,aaviyur
12589,382,Goripalayam,goripalayam
12590,382,Kulamangalam,kulamangalam
12591,382,Valayankulam,valayankulam
12592,382,Vilachery,vilachery
12593,382,Vadivelkarai,vadivelkarai
12594,382,Subramaniapuram,subramaniapuram
12595,382,S Alangulam,s-alangulam
12596,382,Kannanenthal,kannanenthal
12597,382,Ramaond Reserve Line,ramaond-reserve-line
12598,382,Chinna Chokkikulam,chinna-chokkikulam
12599,382,Thenpalanji,thenpalanji
12600,382,Pottapalayam,pottapalayam
12601,382,Poovanthi,poovanthi
12602,382,Thathaneri,thathaneri
12603,382,Shakti Nagar,shakti-nagar
12604,382,N M Sivanathan Nagar,n-m-sivanathan-nagar
12605,382,Doak Nagar,doak-nagar
12606,382,Shenoy Nagar,shenoy-nagar
12607,382,Panthadi,panthadi
12608,382,Kovilappangudi,kovilappangudi
12609,382,Palamedu,palamedu
12610,382,Karuppaiahpuram,karuppaiahpuram
12611,382,Kalai Nagar,kalai-nagar
12612,382,Samayanallur,samayanallur
12613,382,Mallampatti,mallampatti
12614,382,Valar Nagar,valar-nagar
12615,382,Yeliyar Pathi,yeliyar-pathi
12616,383,Vayalur Road,vayalur-road
12617,383,Thillai Nagar,thillai-nagar
12618,383,Trichy Madurai Road,trichy-madurai-road
12619,383,Thiruverumbur,thiruverumbur
12620,383,Thanjore Road,thanjore-road
12621,383,T. Renganathapuram,t--renganathapuram
12622,383,Kattur,kattur
12623,383,MM Nagar,mm-nagar
12624,383,Puthur,puthur
12625,383,Salai Road,salai-road
12626,383,Edamalaipatti Pudur,edamalaipatti-pudur
12627,383,Raja Colony,raja-colony
12628,383,Ariyamangalam Area,ariyamangalam-area
12629,383,Srirangam,srirangam
12630,383,Teppakulam,teppakulam
12631,383,Ramalinga Nagar,ramalinga-nagar
12632,383,Devathanam,devathanam
12633,383,Kuriachira,kuriachira
12634,383,Poonkunnam,poonkunnam
12635,383,Annamalai Nagar,annamalai-nagar
12636,383,Pudukkottai NH,pudukkottai-nh
12637,383,Kottapattu,kottapattu
12638,383,KK Nagar,kk-nagar
12639,383,Pettavaithalai,pettavaithalai
12640,383,Khajamalai,khajamalai
12641,383,Kajanagar,kajanagar
12642,383,Pichandarkovil,pichandarkovil
12643,383,Thennur,thennur
12644,383,Bharathiyar Salai,bharathiyar-salai
12645,383,Mahalakshmi Nagar,mahalakshmi-nagar
12646,383,Alundur,alundur
12647,383,Crawford,crawford
12648,383,Karumandapam,karumandapam
12649,383,Ezhil Nagar,ezhil-nagar
12650,383,Perambalur Road,perambalur-road
12651,383,Siruganur,siruganur
12652,383,Maruthanallur,maruthanallur
12653,383,Lawsons Road,lawsons-road
12654,383,Maruthi Nagar,maruthi-nagar
12655,383,Samayapuram,samayapuram
12656,383,Viralimalai,viralimalai
12657,383,Lalgudi Road,lalgudi-road
12658,383,Thiruvanikoil,thiruvanikoil
12659,383,Kulumani,kulumani
12660,383,Sethura Patti,sethura-patti
12661,383,Kurinji Nagar,kurinji-nagar
12662,383,Suriyur,suriyur
12663,383,Kathalur,kathalur
12664,383,Konalai,konalai
12665,383,Karur Bye Pass Road,karur-bye-pass-road
12666,383,Dindugal NH,dindugal-nh
12667,383,Cantonment,cantonment
12668,383,Fathima Nagar,fathima-nagar
12669,383,Mannarpuram,mannarpuram
12670,383,Mudikandam,mudikandam
12671,383,Ayyappa Nagar,ayyappa-nagar
12672,383,Mannachanallur,mannachanallur
12673,383,Govindapuram,govindapuram
12674,383,Bharathidasan Salai,bharathidasan-salai
12675,383,Thillai Nagar Road,thillai-nagar-road
12676,383,Musiri,musiri
12677,383,Ariyavoor-Ukkadaiariyavoor,ariyavoor-ukkadaiariyavoor
12678,383,OFT Road,oft-road
12679,383,Palur,palur
12680,383,Navalpattu,navalpattu
12681,383,J K Nagar,j-k-nagar
12682,383,Ponmalai Patti,ponmalai-patti
12683,383,Thuraiyur,thuraiyur
12684,383,Kallukuzhi,kallukuzhi
12685,383,Vasan City,vasan-city
12686,383,Mekkudi,mekkudi
12687,383,Vasan Nagar,vasan-nagar
12688,383,Vayalur,vayalur
12689,383,Melachinthamani,melachinthamani
12690,383,Rajiv Gandhi Nagar,rajiv-gandhi-nagar
12691,383,Madurai Road,madurai-road
12692,383,Vellore Road,vellore-road
12693,383,Mutharasanallur,mutharasanallur
12694,383,R.T. Malai,r-t--malai
12695,383,Peramangalam,peramangalam
12696,383,Thuvakudi,thuvakudi
12697,383,Shanmuga Nagar,shanmuga-nagar
12698,383,Uraiyoor,uraiyoor
12699,383,Kumaran Nagar,kumaran-nagar
12700,383,Sarkarpalayam,sarkarpalayam
12701,383,Tharanallur,tharanallur
12702,383,Ramanathapuram Road,ramanathapuram-road
12703,383,Koothur,koothur
12704,383,Rajappa Nagar,rajappa-nagar
12705,383,Anna Nagar,anna-nagar
12706,383,Mela Kalkandar Kottai,mela-kalkandar-kottai
12707,383,Keeranur,keeranur
12708,383,Hanifa Colony,hanifa-colony
12709,383,Adavathur East,adavathur-east
12710,383,Manapparai,manapparai
12711,383,Thiruvellarai,thiruvellarai
12712,383,Navalurkottapattu,navalurkottapattu
12713,383,Valadi,valadi
12714,383,Thirunagar,thirunagar
12715,383,Pirattiyur,pirattiyur
12716,383,Paganur,paganur
12717,383,Allithurai,allithurai
12718,383,Pulivalam,pulivalam
12719,383,Kumaramangalam,kumaramangalam
12720,383,Beema Nagar,beema-nagar
12721,383,Poondi,poondi
12722,383,Kumbakudi,kumbakudi
12723,383,Bharathi Nagar,bharathi-nagar
12724,383,Palakarai,palakarai
12725,383,Inamkulathur,inamkulathur
12726,383,Sanjeevi Nagar,sanjeevi-nagar
12727,383,Gundur,gundur
12728,383,Manikandam,manikandam
12729,383,Somarasempettai,somarasempettai
12730,383,Nochiyam,nochiyam
12731,383,Ponnagar,ponnagar
12732,383,Varaganeri,varaganeri
12733,383,Kallangadu,kallangadu
12734,383,Nagamangalam,nagamangalam
12735,383,Palaiyur,palaiyur
12736,383,Sangiliyandapuram,sangiliyandapuram
12737,383,Thirumalaisamudram,thirumalaisamudram
12738,383,Kudalur,kudalur
12739,383,Natarajapuram,natarajapuram
12740,383,Asoor,asoor
12741,383,Irungalur,irungalur
12742,383,Nanthavanam,nanthavanam
12743,384,Yercaud,yercaud
12744,384,Karukkalvadi,karukkalvadi
12745,384,Valappadi,valappadi
12746,384,Omalur,omalur
12747,384,Tharamangalam,tharamangalam
12748,384,Jagir Ammapalayam,jagir-ammapalayam
12749,384,Meyyanur,meyyanur
12750,384,Idappadi,idappadi
12751,384,Chinna Thirupathi,chinna-thirupathi
12752,384,Karuppur,karuppur
12753,384,Sankar Nagar,sankar-nagar
12754,384,Sivaya Nagar,sivaya-nagar
12755,384,Maravaneri,maravaneri
12756,384,Angammal Colony,angammal-colony
12757,384,Periya Seeragapadi,periya-seeragapadi
12758,384,Suramangalam,suramangalam
12759,384,Minnampalli,minnampalli
12760,384,Kolathur,kolathur
12761,384,Hasthampatti ,hasthampatti-
12762,384,Vasanth Nagar,vasanth-nagar
12763,384,Arisipalayam,arisipalayam
12764,384,Erumapalayam,erumapalayam
12765,384,Alagapuram,alagapuram
12766,384,Reddiyur,reddiyur
12767,384,Steel Plant Road,steel-plant-road
12768,384,Fairlands,fairlands
12769,384,Seelanaickenpatti,seelanaickenpatti
12770,384,Swarnapuri,swarnapuri
12771,384,Ammapet,ammapet
12772,384,Kannankurichi,kannankurichi
12773,384,Kennady Nagar,kennady-nagar
12774,384,Nedunchalai Nagar,nedunchalai-nagar
12775,384,Attur,attur
12776,384,Achankuttapatty,achankuttapatty
12777,384,Dadagapatti,dadagapatti
12778,384,Gugai,gugai
12779,384,Kitchipalayam,kitchipalayam
12780,384,Kakapalayam,kakapalayam
12781,384,Gorimedu,gorimedu
12782,384,Maramangalathupatti,maramangalathupatti
12783,384,Ayothiyapattinam,ayothiyapattinam
12784,384,Reddipatti,reddipatti
12785,384,Thiruvakavundanur,thiruvakavundanur
12786,384,Kandhampatty,kandhampatty
12787,384,Magudanchavadi ,magudanchavadi-
12788,384,Narasothipatti,narasothipatti
12789,384,Nilavarapatti,nilavarapatti
12790,384,Attayampatti,attayampatti
12791,384,Thalavaipatti,thalavaipatti
12792,384,Kondappanaickenpatti,kondappanaickenpatti
12793,384,Danishpet,danishpet
12794,384,Sivathapuram,sivathapuram
12795,384,Ponnammapet,ponnammapet
12796,384,Ariyanoor,ariyanoor
12797,384,Uthamasolapuram,uthamasolapuram
12798,384,Annathanapatti,annathanapatti
12799,384,Nethimedu,nethimedu
12800,384,Maniyanur,maniyanur
12801,384,Mettur,mettur
12802,384,K.R. Thoppur,k-r--thoppur
12803,384,Yethapur,yethapur
12804,384,Sukkampatti,sukkampatti
12805,384,Johnsonpet,johnsonpet
12806,384,Masinaickenpatti,masinaickenpatti
12807,384,Mallur,mallur
12808,384,Konganapuram,konganapuram
12809,384,Dasanaikenpatty,dasanaikenpatty
12810,384,Sankari,sankari
12811,384,Mecheri,mecheri
12812,384,Kuppanur,kuppanur
12813,384,Veeranam,veeranam
12814,384,Mamangam,mamangam
12815,384,Shevapet,shevapet
12816,384,Valasaiyur,valasaiyur
12817,384,Seerangapalayam,seerangapalayam
12818,384,Old Suramangalam,old-suramangalam
12819,384,Periya Pudur,periya-pudur
12820,384,Pagalpatti,pagalpatti
12821,384,Rakkipatti,rakkipatti
12822,384,First Agraharam,first-agraharam
12823,384,Karumapuram,karumapuram
12824,384,Chenrayapalayam,chenrayapalayam
12825,384,Chinnakollapatty,chinnakollapatty
12826,384,Mannarpalayam Pirivu,mannarpalayam-pirivu
12827,384,Kollapatty,kollapatty
12828,384,Athanur,athanur
12829,385,Madurai Road,madurai-road
12830,385,Nellai-Palai,nellai-palai
12831,385,Rajarajeswari Nagar South,rajarajeswari-nagar-south
12832,385,Perumalpuram,perumalpuram
12833,385,Thirumal Nagar,thirumal-nagar
12834,385,Thyagaraja Nagar,thyagaraja-nagar
12835,385,Melapalayam,melapalayam
12836,385,Palayamkottai,palayamkottai
12837,385,V.M.Chatram,v-m-chatram
12838,385,Parpakulam,parpakulam
12839,385,Vannarpettai,vannarpettai
12840,385,Papanasam,papanasam
12841,385,Ambasamudram,ambasamudram
12842,385,Gangaikondan,gangaikondan
12843,385,North Bypass Road,north-bypass-road
12844,385,Andipatti,andipatti
12845,385,Vasantha Nager,vasantha-nager
12846,385,Radhapuram,radhapuram
12847,385,Nanguneri,nanguneri
12848,385,Koganthanparai,koganthanparai
12849,385,Courtallam,courtallam
12850,385,Keelanatham,keelanatham
12851,385,Panakudi,panakudi
12852,385,Veeranam,veeranam
12853,385,KTC Nagar,ktc-nagar
12854,385,Suthamalli Vilakku,suthamalli-vilakku
12855,385,Kamaraj Nagar,kamaraj-nagar
12856,385,NGO Colony,ngo-colony
12857,385,Reddiarpatti ,reddiarpatti-
12858,385,Tenkasi,tenkasi
12859,385,Veeravanallur,veeravanallur
12860,385,Kodeeswaran Nagar,kodeeswaran-nagar
12861,385,Alangulam,alangulam
12862,385,Shenkottai,shenkottai
12863,385,Thattarmadam,thattarmadam
12864,385,Beach Road ,beach-road-
12865,385,Kovilpatti,kovilpatti
12866,385,Gopalasamudram,gopalasamudram
12867,385,Pettai,pettai
12868,385,Valliammalpuram,valliammalpuram
12869,385,Sankarnagar,sankarnagar
12870,385,Eruvadi,eruvadi
12871,385,Vickramasingapuram,vickramasingapuram
12872,385,Munnirpallam,munnirpallam
12873,385,Maharaja Nagar,maharaja-nagar
12874,385,Kallikulam,kallikulam
12875,385,Mukkudal,mukkudal
12876,385,Manur,manur
12877,385,Vallioor,vallioor
12878,385,Vadakankulam,vadakankulam
12879,385,Kavalkinaru,kavalkinaru
12880,385,Kalakkad,kalakkad
12881,385,Kadaiyanallur,kadaiyanallur
12882,385,Uthumalai,uthumalai
12883,385,Cheranmahadevi,cheranmahadevi
12884,385,Oochikulam,oochikulam
12885,385,Devarkulam,devarkulam
12886,385,Kuttam,kuttam
12887,385,Sankarankovil,sankarankovil
12888,385,Maruthakulam,maruthakulam
12889,385,Tuckerammalpuram,tuckerammalpuram
12890,385,Thalaiyuthu,thalaiyuthu
12891,385,Palayapettai,palayapettai
12892,385,Thachanallur,thachanallur
12893,385,Krishnapuram,krishnapuram
12894,385,Kallidaikurchi,kallidaikurchi
12895,385,Kadayam,kadayam
12896,385,Balabagya Nagar North,balabagya-nagar-north
12897,385,Thimmarajapuram,thimmarajapuram
12898,385,Meenakshipuram,meenakshipuram
12899,385,Seydunganallur,seydunganallur
12900,386,Ambattur,ambattur
12901,387,Gandhinagar,gandhinagar
12902,387,Palladam,palladam
12903,387,P.N. Road,p-n--road
12904,387,Velampalayam,velampalayam
12905,387,Semmedu,semmedu
12906,387,Vijayapuram,vijayapuram
12907,387,off Avinashi Road,off-avinashi-road
12908,387,Koyambedu Junction,koyambedu-junction
12909,387,Uthukuli,uthukuli
12910,387,Kangayam Road,kangayam-road
12911,387,Lakshminagar Main Road,lakshminagar-main-road
12912,387,N.G.Pudur,n-g-pudur
12913,387,Dharapuram Road,dharapuram-road
12914,387,Polikalipalayam,polikalipalayam
12915,387,Chettipalayam,chettipalayam
12916,387,Udamalpet,udamalpet
12917,387,Avinashi Road,avinashi-road
12918,387,Mudalipalayam,mudalipalayam
12919,387,Pandian Nagar,pandian-nagar
12920,387,Udumalpet,udumalpet
12921,387,Rayapuram,rayapuram
12922,387,Nallur,nallur
12923,387,Dharapuram,dharapuram
12924,387,Palladam Road,palladam-road
12925,387,Sheriff Colony Extension,sheriff-colony-extension
12926,387,Ganapathipalayam,ganapathipalayam
12927,387,SR Nagar,sr-nagar
12928,387,Mangalam,mangalam
12929,387,Mangalam road,mangalam-road
12930,387,Rakkiyapalayam,rakkiyapalayam
12931,387,Madathukulam,madathukulam
12932,387,Amaravathi Palayam,amaravathi-palayam
12933,387,Senapathipalayam,senapathipalayam
12934,387,Perumanallur road,perumanallur-road
12935,387,Angeripalayam,angeripalayam
12936,387,Kongu main road,kongu-main-road
12937,387,Kalipalayam,kalipalayam
12938,387,Thirumuruganpoondi,thirumuruganpoondi
12939,387,Chengapalli,chengapalli
12940,387,Avinashi,avinashi
12941,387,Thiru V K Nagar,thiru-v-k-nagar
12942,387,Velliangadu,velliangadu
12943,387,Kangayam,kangayam
12944,387,Radakrishnan Nagar,radakrishnan-nagar
12945,387,KPN Colony,kpn-colony
12946,387,Venkateshwara Nagar,venkateshwara-nagar
12947,387,Veerapandi,veerapandi
12948,387,Valipalayam,valipalayam
12949,387,Murungapalayam,murungapalayam
12950,387,Nochipalayam,nochipalayam
12951,387,Koduvai,koduvai
12952,387,Anupparpalayam,anupparpalayam
12953,387,Karuvampalayam,karuvampalayam
12954,387,Pongalur,pongalur
12955,387,Vavipalayam,vavipalayam
12956,387,Puspa Nagar,puspa-nagar
12957,387,Iduvampalayam,iduvampalayam
12958,387,Kumarnathapuram,kumarnathapuram
12959,387,Kunnathur,kunnathur
12960,387,Poyampalayam,poyampalayam
12961,387,Mannarai,mannarai
12962,387,Karumaram Palayam,karumaram-palayam
12963,387,Karattangkadu,karattangkadu
12964,387,Nachipalayam,nachipalayam
12965,387,Murugampalayam,murugampalayam
12966,387,Vijayamangalam,vijayamangalam
12967,387,Vellakoil,vellakoil
12968,387,Andipalayam,andipalayam
12969,387,Odakkadu,odakkadu
12970,387,Appanaickenpatti,appanaickenpatti
12971,387,Peruntholuvu,peruntholuvu
12972,387,Samundipuram,samundipuram
12973,387,Kallangadu,kallangadu
12974,387,Muthampalayam,muthampalayam
12975,387,Pothampalayam,pothampalayam
12976,387,Ammapalayam,ammapalayam
12977,388,Avadi,avadi
12978,389,Tiruvottiyur,tiruvottiyur
12979,390,Kayathar,kayathar
12980,390,Sivagnanapuram,sivagnanapuram
12981,390,Vagaikulam,vagaikulam
12982,390,Palani Road,palani-road
12983,390,Kovilpatti,kovilpatti
12984,390,Athur,athur
12985,390,Meelavittan,meelavittan
12986,390,Tuticorin,tuticorin
12987,390,Bryant Nagar,bryant-nagar
12988,390,Sundaravel Puram,sundaravel-puram
12989,390,Vilathikulam,vilathikulam
12990,390,Pudugramam,pudugramam
12991,390,Tiruchendur,tiruchendur
12992,390,Sathankulam,sathankulam
12993,390,Shanmugapuram,shanmugapuram
12994,390,Tharuvaikulam,tharuvaikulam
12995,390,Athimarapatti,athimarapatti
12996,390,Ettaiyapuram,ettaiyapuram
12997,390,Mudalur,mudalur
12998,390,Mullakadu,mullakadu
12999,390,Sawyerpuram,sawyerpuram
13000,390,Srivaikuntam,srivaikuntam
13001,390,Vallanadu,vallanadu
13002,390,Sinnamani Nagar,sinnamani-nagar
13003,390,Korampallam,korampallam
13004,390,P & T Colony,p-&-t-colony
13005,390,Nazareth,nazareth
13006,390,Muthiahpuram,muthiahpuram
13007,390,Sankaraperi,sankaraperi
13008,390,Toovipuram,toovipuram
13009,390,Thalamuthu Nagar,thalamuthu-nagar
13010,390,Allikulam,allikulam
13011,390,Arumuganeri,arumuganeri
13012,390,Muthammal Colony,muthammal-colony
13013,390,Madathur,madathur
13014,390,Kurukattoor,kurukattoor
13015,390,Megnanapuram,megnanapuram
13016,390,Bharathi Nagar,bharathi-nagar
13017,390,CGE Colony,cge-colony
13018,390,Vembar,vembar
13019,390,Thattaparai,thattaparai
13020,390,Anna Nagar,anna-nagar
13021,391,Nagercoil,nagercoil
13022,392,Govindapuram,govindapuram
13023,392,Jemi Subburaj Nagar,jemi-subburaj-nagar
13024,392,Mailaduthurai Mayavaram,mailaduthurai-mayavaram
13025,392,Nanjikottai,nanjikottai
13026,392,Kurungulam west,kurungulam-west
13027,392,Maruthakudi,maruthakudi
13028,392,Arulanada Nagar,arulanada-nagar
13029,392,Gnanam Nagar,gnanam-nagar
13030,392,Sri Saradha Nagar,sri-saradha-nagar
13031,392,Kumbakonam,kumbakonam
13032,392,Vivekanandar Nagar,vivekanandar-nagar
13033,392,Veramal Nagar,veramal-nagar
13034,392,Oothukkadu,oothukkadu
13035,392,Municipal Colony,municipal-colony
13036,392,NGO Colony,ngo-colony
13037,392,Cauvery Nagar,cauvery-nagar
13038,392,Punnainallor,punnainallor
13039,392,Yagappa Nagar,yagappa-nagar
13040,392,VOC Nagar,voc-nagar
13041,392,Punalkulam,punalkulam
13042,392,Membalam,membalam
13043,392,Muniyampatti,muniyampatti
13044,392,Injikollai,injikollai
13045,392,Balaganapathy Nagar,balaganapathy-nagar
13046,392,Budalur,budalur
13047,392,Pattukkottai,pattukkottai
13048,392,Ammapettai,ammapettai
13049,392,Vallam,vallam
13050,392,Palliagraharam,palliagraharam
13051,392,Indira Nagar,indira-nagar
13052,392,Sengipatti,sengipatti
13053,392,Neelagiri,neelagiri
13054,392,Surakottai,surakottai
13055,392,Pillayarpatti,pillayarpatti
13056,392,Melavelithottam,melavelithottam
13057,392,Parisutham Nagar,parisutham-nagar
13058,392,Sundram Nagar,sundram-nagar
13059,392,Mannargudi,mannargudi
13060,392,Thulajapuram Colony,thulajapuram-colony
13061,392,Thiruvarur,thiruvarur
13062,392,Peravurani,peravurani
13063,392,Ayyampet,ayyampet
13064,392,Rahman Nagar,rahman-nagar
13065,392,Thalavapalayam,thalavapalayam
13066,392,Srinivasapuram,srinivasapuram
13067,392,Ramani Nagar,ramani-nagar
13068,392,V V M Nagar,v-v-m-nagar
13069,392,Medical College Road,medical-college-road
13070,392,Annai Sathya Nagar,annai-sathya-nagar
13071,392,Vilar Road,vilar-road
13072,392,Rajakrisnapuram,rajakrisnapuram
13073,392,Eswari Nagar,eswari-nagar
13074,392,Eiswari Nagar,eiswari-nagar
13075,392,Attar Mohalla,attar-mohalla
13076,392,Maravanvayal,maravanvayal
13077,392,Madhakottai,madhakottai
13078,392,Sundaram Pillai Nagar,sundaram-pillai-nagar
13079,392,Patteeswaram,patteeswaram
13080,393,Pallavaram,pallavaram
13081,394,Outer Ring Road,outer-ring-road
13082,394,Kodaikanal,kodaikanal
13083,394,Thadicombu,thadicombu
13084,394,Boothi Puram,boothi-puram
13085,394,Dindigul Palani Rd,dindigul-palani-rd
13086,394,Vedasandur,vedasandur
13087,394,Trichy Dindigul Rd,trichy-dindigul-rd
13088,394,MVM Nagar,mvm-nagar
13089,394,Balakrishnapuram,balakrishnapuram
13090,394,Pithalaipatti,pithalaipatti
13091,394,RM Colony,rm-colony
13092,394,Nagal Nagar,nagal-nagar
13093,394,Vadamadurai,vadamadurai
13094,394,Palani,palani
13095,394,Batlagundu,batlagundu
13096,394,Gandhigram,gandhigram
13097,394,Seelapadi,seelapadi
13098,394,Viralipatti,viralipatti
13099,394,Kookal,kookal
13100,394,Elil Nagar,elil-nagar
13101,394,Rajalakshmi Nagar,rajalakshmi-nagar
13102,394,Agaram,agaram
13103,394,Meenachinayakkanpatti,meenachinayakkanpatti
13104,394,EB Colony,eb-colony
13105,394,Oddanchatram,oddanchatram
13106,394,Pattiveeranpatti,pattiveeranpatti
13107,394,Malaipatty,malaipatty
13108,394,Spencer Compound,spencer-compound
13109,394,Masilamanipuram,masilamanipuram
13110,394,Nehruji Nagar,nehruji-nagar
13111,394,Kanapadi,kanapadi
13112,394,Siluvathur,siluvathur
13113,394,Mendonsa Colony,mendonsa-colony
13114,394,Chennamanayakkanpatti,chennamanayakkanpatti
13115,394,Sirumalai,sirumalai
13116,394,Begambur,begambur
13117,394,Vedapatti,vedapatti
13118,394,Nilakkottai,nilakkottai
13119,394,Chinnalapatti,chinnalapatti
13120,394,Sastri Nagar,sastri-nagar
13121,394,Ponnagaram,ponnagaram
13122,394,Tamaraipadi,tamaraipadi
13123,394,Natham,natham
13124,394,Adalur,adalur
13125,394,Karunanidhi Nagar,karunanidhi-nagar
13126,394,Abirami Nagar,abirami-nagar
13127,394,Suba Nagar,suba-nagar
13128,394,Pallapatti,pallapatti
13129,394,Ambathurai,ambathurai
13130,394,Poombarai,poombarai
13131,395,Yelagiri,yelagiri
13132,395,Thirumalaikodi,thirumalaikodi
13133,395,Ranipet,ranipet
13134,395,Venkatapuram,venkatapuram
13135,395,Kosapet,kosapet
13136,395,Sevur,sevur
13137,395,Katpadi,katpadi
13138,395,Walajapet,walajapet
13139,395,Gandhi Nagar,gandhi-nagar
13140,395,Sathuvachari,sathuvachari
13141,395,kalavai,kalavai
13142,395,Peruvalayam,peruvalayam
13143,395,Abdullah puram,abdullah-puram
13144,395,Shenbakkam,shenbakkam
13145,395,Kaspa,kaspa
13146,395,Sethuvalai,sethuvalai
13147,395,Mangadu,mangadu
13148,395,Kavanur,kavanur
13149,395,Thakkolam,thakkolam
13150,395,Konavattam,konavattam
13151,395,Ambur,ambur
13152,395,Alamelumangapuram,alamelumangapuram
13153,395,Bagayam,bagayam
13154,395,Arcot,arcot
13155,395,Karnambut,karnambut
13156,395,Kaniyambadi,kaniyambadi
13157,395,Serkadu,serkadu
13158,395,Tirupattur,tirupattur
13159,395,Adukkamparai,adukkamparai
13160,395,Melvisharam,melvisharam
13161,395,Otteri,otteri
13162,395,Thottapalayam,thottapalayam
13163,395,Thamaraipakkam,thamaraipakkam
13164,395,Thirumani,thirumani
13165,395,Thorapadi,thorapadi
13166,395,RV Nagar,rv-nagar
